ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Source_comment
kaza1248-2,kaza1248,Ol älde-qandaj dälel-der keltir-di.,Ol	älde-qandaj	dälel-der	keltir-di.,he	indef-which	argument-pl	adduce-pst(3sg),He adduced some arguments or other.,,,,sauranbaev1954[319],
kaza1248-3,kaza1248,Birew telefon soq-ty kim ekenin tapšy.,Birew	telefon	soq-ty	kim	ekenin	tapšy.,someone	phone	hit-pst	who	[?]	guess(impv),Someone called — guess who.,,,,,
kaza1248-4,kaza1248,Birew telefon soq-ty byraq kim ekenin bil-me-j-min.,Birew	telefon	soq-ty	byraq	kim	ekenin	bil-me-j-min.,someone	phone	hit-pst	but	who	[?]	know-neg-pres-1sg,"Someone called, but I don't know who.",,,,,
kaza1248-5,kaza1248,Bir žer-de kezde-ser-miz.,Bir	žer-de	kezde-ser-miz.,one	place-iness	meet-fut-1pl,Let's meet somewhere.,,,,,
kaza1248-6,kaza1248,Birew <*älde-kim> kel-di me?,Birew	<*älde-kim>	kel-di	me?,someone	indef-who	come-pst(3sg)	q,Did anyone come?,,,,,
kaza1248-7,kaza1248,"Birew <*älde-kim> kel-se, ma-ɣan ajt.","Birew	<*älde-kim>	kel-se,	ma-ɣan	ajt.",someone	indef-who	come-cond(3sg)	I-dat	tell(impv),"If anyone comes, tell me.",,,,,
kaza1248-8,kaza1248,Birew kel-di dep sen-be-j-min.,Birew	kel-di	dep	sen-be-j-min.,someone	come-pst(3sg)	that	think-neg-pres-1sg,I don't think that anyone came.,,,,,
kaza1248-9,kaza1248,Eš-kim eš-närse de-me-di.,Eš-kim	eš-närse	de-me-di.,neg-who	neg-anything	say-neg-pst(3sg),Nobody said anything.,,,,,
kaza1248-10,kaza1248,Seniŋ kim-di bolsa da šaqyru-ŋa bolady.,Seniŋ	kim-di	bolsa da	šaqyru-ŋa	bolady.,you	who-acc	indef	invite-masd	may,You may invite anyone.,,,,,
kaza1248-11,kaza1248,Bir waqyt-ta/ qašan bolsa da seniŋ Moskva-da bol-ǧa-nyŋ bar ma?,Bir	waqyt-ta/	qašan	bolsa da	seniŋ	Moskva-da	bol-ǧa-nyŋ	bar	ma?,one	time-iness	when	indef	you	Moscow-iness	be-pst-2sg	is	q,Have you ever been to Moscow?,,,,,
yaku1245-1,yaku1245,Kim ere eji-exe kiir-e syld'y-byt-a.,Kim	ere	eji-exe	kiir-e	syld'y-byt-a.,who	indef	you-dat	enter-conv	go-perf-3sg,Someone has come to you.,,,,afanasev1968[250],
yaku1245-2,yaku1245,Xojut kim-inen eme tug-u eme yyt-ya-m.,Xojut	kim-inen	eme	tug-u	eme	yyt-ya-m.,afterwards	who-instr	indef	what-acc	indef	send-fut-1sg,Afterwards I'll send something with someone.,,,,ubrjatova1982[200],
yaku1245-3,yaku1245,En xahan eme Moskva-ɣa syld'y-byt-yŋ duo?,En	xahan	eme	Moskva-ɣa	syld'y-byt-yŋ	duo?,you	when	indef	Moscow-dat	go-perf-2sg	q,Have you ever been to Moscow?,,,,afanasev1968[229],
yaku1245-4,yaku1245,"Kim eme kel-leɣine, mii-gin üle-t-iger bar-byt-a die.","Kim	eme	kel-leɣine,	mii-gin	üle-t-iger	bar-byt-a	die.",who	indef	come-cond	I-acc	work-3sg-dat	go-perf-3sg	say(impv),"If anyone comes, say that I went to work.",,,,afanasev1968[250],
yaku1245-5,yaku1245,Kini-ni tuox da interiehirge-ppet.,Kini-ni	tuox	da	interiehirge-ppet.,he-acc	what	indef	interest-neg.3sg,Nothing interests him.,,,,afanasev1968[336],
yaku1245-6,yaku1245,Ajylɣa kiergel-in kim-ten da syanalyy-r.,Ajylɣa	kiergel-in	kim-ten	da	syanalyy-r.,nature	beauty-3sg:acc	who-abl	indef	appreciate-3sg,He appreciates nature's beauty more than anyone.,,,,ubrjatova1982[209],
yaku1245-7,yaku1245,Kini-tten tug-u baɣarar küüt-üö-xxe söp.,Kini-tten	tug-u	baɣarar	küüt-üö-xxe	söp.,he-abl	what-acc	indef	expect-masd-dat	possible,One can expect anything from him.,,,,ubrjatova1982[207],
hung1274-1,hung1274,Vala-hol már tolál-koz-t-unk.,Vala-hol	már	tolál-koz-t-unk.,indef-where	already	meet-refl-pst-1pl,We have met somewhere before.,,,,,
hung1274-2,hung1274,"Mester, lát-ánk vala-ki-t, a_ki a te nev-ed-del ördög-ök-et üz.","Mester,	lát-ánk	vala-ki-t,	a_ki	a	te	nev-ed-del	ördög-ök-et	üz.",master	see-1pl	indef-who-acc	who	art	you	name-2sg-instr	devil-pl-acc	drive,"Master, we saw one casting out devils in thy name.",,,,,"NT, Mk 9.38"
hung1274-3,hung1274,Majd csak meglesz-ünk vala-hogy.,Majd	csak	meglesz-ünk	vala-hogy.,later	only	manage-1pl	indef-how,We'll manage somehow.,,,,,
hung1274-4,hung1274,"Nem lát-t-am sem-mi-t <*akár-mi-t, *bár-mi-t>.","Nem	lát-t-am	sem-mi-t <*akár-mi-t, *bár-mi-t>.",neg	see-pst-1sg	indef-what-acc,I did not see anything.,,,,,
hung1274-5,hung1274,Sen-ki-nek sem-mi-t sem szólának.,Sen-ki-nek	sem-mi-t	sem	szólának.,indef-who-dat	indef-what-acc	neg	say:3pl,Neither said they any thing to any man.,,,,,"NT, Mk 16.8"
hung1274-6,hung1274,Akár-ki tanul-hat-ott.,Akár-ki	tanul-hat-ott.,indef-who	learn-pot-pst(3sg),Anybody could learn.,,,,,
hung1274-7,hung1274,"Itt jobb a klíma, mint akár-hol/bár-hol Európá-ban.","Itt	jobb	a	klíma,	mint	akár-hol/bár-hol	Európá-ban.",here	better	art	climate	than	indef-where	Europe-iness,Here the climate is better than anywhere in Europe.,,,,,
hung1274-8,hung1274,"Nem hisz-em, hogy vala-ki/ bár-ki/akár-ki lát-t-a volna.","Nem	hisz-em,	hogy	vala-ki/	bár-ki/akár-ki	lát-t-a	volna.",neg	think-1sg	that	indef-who	indef-who	see-pst-3sg	sbjv,I don't think that anybody has seen it.,,,,,
hung1274-9,hung1274,"Ha bár-mi-t/akár-mi-t/vala-mi-t hal-asz, ébressz fel.","Ha	bár-mi-t/akár-mi-t/vala-mi-t	hal-asz,	ébressz	fel.",if	indef-what-acc	hear-2sg	wake	up,"If you hear anything (at all), wake me up.",,,,,
hung1274-10,hung1274,"Hall-ott-ál vala-mi-t <*akár-mi-t, *bár-mi-t>?","Hall-ott-ál	vala-mi-t	<*akár-mi-t,	*bár-mi-t>?",hear-pst-2sg	indef-what-acc	indef-what-acc	indef-what-acc,Did you hear anything?,,,,,
finn1318-1,finn1318,*Joku soitt-i. Arvaa kuka (se oli)?,*Joku	soitt-i.	Arvaa	kuka	(se	oli)?,someone	call-pst(3sg)	guess:impv	who	it	was,Someone called. Guess who (it was).,,,,,
finn1318-2,finn1318,Eräs ystäväni kerto-i sen.,Eräs	ystäväni	kerto-i	sen.,certain	friend	tell-pst(3sg)	it,A certain friend told him.,,,,,
finn1318-3,finn1318,"Joku soitt-i, mutta en saa-nut nime-stä selvää.","Joku	soitt-i,	mutta	en	saa-nut	nime-stä	selvää.",someone	call-pst(3sg)	but	neg:1sg	get-pst.ptcp	name-elat	clear:prtv,"Someone called, but I didn't understand the name.",,,,,
finn1318-4,finn1318,"Hän haluaa mennä naimisiin jonkun kanssa, jolla on tumma tukka.","Hän	haluaa	mennä	naimisiin	jonkun	kanssa,	jolla	on	tumma	tukka.",she	wants	go	marriage	someone	with	who-on	is	dark	hair,She wants to marry someone [non-specific] with black hair.,,,,,
finn1318-5,finn1318,Soitt-i-ko joku/ kuka-an/ *kuka hyvänsä?,Soitt-i-ko	joku/	kuka-an/	*kuka	hyvänsä?,call-pst(3sg)-q	someone	who-indef	who	indef,Did someone/anyone call?,,,,,
finn1318-6,finn1318,"Jos joku/ kuka hyvänsä/ *kuka-an soittaa, sano minulle.","Jos	joku/	kuka	hyvänsä/	*kuka-an	soittaa,	sano	minulle.",if	someone	who	indef	who-indef	calls	tell(impv)	I:on,"If someone/anyone at all calls, tell me.",,,,,
finn1318-7,finn1318,Kuka-an ei kerto-nut minulle mitä-än.,Kuka-an	ei	kerto-nut	minulle	mitä-än.,who-indef	neg:3sg	tell-pst.ptcp	I:on	when-indef,Nobody told me anything.,,,,,
finn1318-8,finn1318,Epäilen että poika varast-i mitä-än.,Epäilen	että	poika	varast-i	mitä-än.,I:doubt	that	boy	steal-pst(3sg)	what-indef,I doubt that the boy stole anything.,,,,,
finn1318-9,finn1318,Ilmasto on täällä mielyttävä-mpi kuin missä-än muualla Euroopa-ssa.,Ilmasto	on	täällä	mielyttävä-mpi	kuin	missä-än	muualla	Euroopa-ssa.,climate	is	here	pleasant-compr	than	where-indef	else	Europe-iness,Here the climate is more pleasant than anywhere in Europe.,,,,,
finn1318-10,finn1318,Kuka tahansa osaa natkaista tämän ongelman.,Kuka	tahansa	osaa	natkaista	tämän	ongelman.,who	indef	can	solve	this	problem,Anyone can solve this problem.,,,,,
finn1318-11,finn1318,Täällä on yhtä mukavaa kuin missä tahansa muualla.,Täällä	on	yhtä	mukavaa	kuin	missä	tahansa	muualla.,here	is	as	pleasant	as	where	indef	else,It is as pleasant here as anywhere else.,,,,,
nana1257-1,nana1257,Tuj manga puksin-du xamaaa-daa aliasi-ni goani.,Tuj	manga	puksin-du	xamaaa-daa	aliasi-ni	goani.,thus	strong	storm-dat	who-indef	bear-3sg	pt,"Of course, nobody can bear such a strong storm.",,,,onenko1980[441-449],
nana1257-2,nana1257,Duente doowani xaj-daa xaon anaa pulsiu-mi aaasi.,Duente	doowani	xaj-daa	xaon	anaa	pulsiu-mi	aaasi.,taiga	inside	who-indef	weapon	without	walk-conv	suit:neg,One should not walk in the taiga without any weapon.,,,,onenko1980[441-449],
nana1257-3,nana1257,"Naj xaj-doj-daa murumku, masi, imdar.","Naj	xaj-doj-daa	murumku,	masi,	imdar.",human	who-than-indef	smart	strong	skillful,"A human being is smarter, stronger, and more skillful than anyone.",,,,onenko1980[441-449],
nana1257-4,nana1257,"Xajdu-daa maNga-wa, kamaa-wa baa-xan osini, mimbi-we doolaa xeersigu-xeeri.","Xajdu-daa	maNga-wa,	kamaa-wa	baa-xan	osini,	mimbi-we	doolaa	xeersigu-xeeri.",where-indef	difficulty-acc	problem-acc	find-pst	if	I-acc	quietly	call-impv,"If you meet with difficulties anywhere, call me quietly.",,,,onenko1980[441-449],
nana1257-5,nana1257,Xaj-daa osii-daa osi-ara.,Xaj-daa	osii-daa	osi-ara.,what-indef	[?]	happen-fut.3sg,Something may happen.,,,,onenko1980[441-449],
nana1257-6,nana1257,"Sajna, xaj-daa aka o-i-ni biere.","Sajna,	xaj-daa	aka	o-i-ni	biere.",probably	what-indef	thing	happen-pst-3sg	apparently,Probably something has happened.,,,,onenko1980[441-449],
nana1257-7,nana1257,"Xaami-daa_xem_aja, ii-xeri.","Xaami-daa_xem_aja,	ii-xeri.",when-indef	come-impv,Come at any time.,,,,onenko1986[116],
nana1257-8,nana1257,Uj-nuu ook-i laN i-i-ni.,Uj-nuu	ook-i	laN	i-i-ni.,who-indef	house-dir	near	go-pst-3sg,Someone went up to the house.,,,,onenko1986[98],
nana1257-9,nana1257,Ñoambani xajla-nuu bajtalto-j-i.,Ñoambani	xajla-nuu	bajtalto-j-i.,they	what-indef	accuse-pres-3pl,They are accusing him of something.,,,,onenko1980[443],
lezg1247-1,lezg1247,Za wa-z sa wuč jat'ani luhu-da.,Za	wa-z	sa	wuč	jat'ani	luhu-da.,I:erg	you-dat	one	what	indef	say-fut,I'll tell you something.,,,,,
lezg1247-2,lezg1247,Gila čar-ar wučiz jat'ani xükwe-zma-č.,Gila	čar-ar	wučiz	jat'ani	xükwe-zma-č.,now	letter-pl	why	indef	come-cont.impf-neg,Now the letters don't come anymore for some reason.,,,,haspelmath1993[143],
lezg1247-3,lezg1247,Sa ni-z jat'ani ewer ce!,Sa	ni-z	jat'ani	ewer	ce!,one	who-dat	indef	call	give:impv,Call someone!,,,,haspelmath1993[195],
lezg1247-4,lezg1247,"Wa-z sa wuč jat'ani aku-r-t'a, za-z lah!","Wa-z	sa	wuč	jat'ani	aku-r-t'a,	za-z	lah!",you-dat	one	what:abs	indef	see-aor.ptcp-cond	I-dat	say:impv,"If you see anything, tell me.",,,,haspelmath1993[195],
lezg1247-5,lezg1247,Sa wuž jat'ani ata-nwa-ni?,Sa	wuž	jat'ani	ata-nwa-ni?,one	who:abs	indef	come-perf-q,Has anyone come?,,,,haspelmath1993[195],
lezg1247-6,lezg1247,Ada-qʰ galaz kwe-kaj x̂ajit'ani sühbet iji-z že-da.,Ada-qʰ	galaz	kwe-kaj	x̂ajit'ani	sühbet	iji-z	že-da.,she-postess	with	what-subel	indef	talk	do-inf	can-fut,With her one can talk about anything.,,,,haspelmath1993[196],
lezg1247-7,lezg1247,Jusuf.a ne-laj x̂ajit'ani qʰsan-diz mani-jar luhu-zwa.,Jusuf.a	ne-laj	x̂ajit'ani	qʰsan-diz	mani-jar	luhu-zwa.,Jusuf(erg)	who-suprel	indef	good-adv	song-pl	say-impf,Jusuf sings better than anyone.,,,,haspelmath1993[196],
lezg1247-8,lezg1247,Däwe mad sadra-ni sa kasdi-z-ni q'ismet ta-x̂u-raj.,Däwe	mad	sadra-ni	sa	kasdi-z-ni	q'ismet	ta-x̂u-raj.,war	again	once-even	one	person-dat-even	destiny	neg-be-opt,May war never again be anyone's destiny.,,,,haspelmath1993[196],
lezg1247-9,lezg1247,Ča-z sada-z-ni hič sa č'aw.u-z-ni däwe x̂a-na k'an-da-č.,Ča-z	sada-z-ni	hič	sa	č'aw.u-z-ni	däwe	x̂a-na	k'an-da-č.,we-dat	one-dat-even	ever	one	time-dat-even	war	be-aor.conv	want-fut-neg,None of us wants there ever to be war.,,,,haspelmath1993[198],
malt1254-1,malt1254,Xi ħadd qed jaħdem fil-ġnien.,Xi	ħadd	qed	jaħdem	fil-ġnien.,indef	anyone	prog	he:work:impf	in:the-garden,Somebody is working in the garden.,,,,haspelmath1996[216],
malt1254-2,malt1254,Xi darba is-sena d-dieħla mmur l-Afrika.,Xi	darba	is-sena	d-dieħla	mmur	l-Afrika.,indef	time	the-year	the-entering	I:go:impf	the-Africa,I'll go to Africa sometime next year.,,,,haspelmath1996[216],
malt1254-3,malt1254,"Jekk tara xi ħaġa <*xejn>, għidli.","Jekk	tara	xi	ħaġa	<*xejn>,	għidli.",if	you:see:impf	indef	thing	anything	tell:me:impv,"If you see anything, tell me.",,,,haspelmath1996[217],
malt1254-4,malt1254,Rajt xi ħaġa <*xejn>?,Rajt	xi	ħaġa	<*xejn>?,you:see:perf	indef	thing	anything,Did you see anything?,,,,haspelmath1996[217],
malt1254-5,malt1254,Dan huwa l-isbaħ inkwatru li ħadd qatt pinġa.,Dan	huwa	l-isbaħ	inkwatru	li	ħadd	qatt	pinġa.,this	it	the-beautiful:comp	picture	that	anyone	ever	he:paint:perf,This is the most beautiful painting that anyone has ever painted.,,,,haspelmath1996[219],
malt1254-6,malt1254,It-tifla għamlitha mingħajr ebda għajnuna.,It-tifla	għamlitha	mingħajr	ebda	għajnuna.,the-girl	she:do:it:perf	without	any	help,The girl did it without any help.,,,,haspelmath1996[219],
malt1254-7,malt1254,It-tifla ma rat xejn.,It-tifla	ma	rat	xejn.,the-girl	neg	she:see:perf	anything,The girl didn't see anything.,,,,haspelmath1996[217],
hebr1245-1,hebr1245,Raʔi-ti mi-šehu <*iš>.,Raʔi-ti	mi-šehu	<*iš>.,saw-1sg	who-indef	person,I saw somebody.,,,,,
hebr1245-2,hebr1245,Ti-rʔe ma-šehu <*davar>.,Ti-rʔe	ma-šehu	<*davar>.,2sg-will:see	what-indef	thing,You will see something.,,,,,
hebr1245-3,hebr1245,"Im ti-rʔe ma-šehu, t-agid li.","Im	ti-rʔe	ma-šehu,	t-agid	li.",if	2sg-will:see	what-indef	2sg-will:tell	to:me,,,,,,
hebr1245-4,hebr1245,"Im ti-rʔe davar, haged li.","Im	ti-rʔe	davar,	haged	li.",if	2sg-will:see	thing	tell:impv	to:me,"If you see anything, tell me.",,,,,
hebr1245-5,hebr1245,Haʔim amr-u zot le-iš/ -mi-šehu?,Haʔim	amr-u	zot	le-iš/	-mi-šehu?,q	said-3pl	that	to-person	who-indef,Did they tell this to anyone?,,,,glinert1982[463],
hebr1245-6,hebr1245,Ani lo ħoševet še-nirʔa iš/ mi-šehu ba-reħov.,Ani	lo	ħoševet	še-nirʔa	iš/	mi-šehu	ba-reħov.,I	neg	think:f	that-was:seem(3sg)	person	who-indef	in:the-street,I don't think that anyone was seen in the street.,,,,,
hebr1245-7,hebr1245,Lo raʔi-ti iš/ af eħad.,Lo	raʔi-ti	iš/	af	eħad.,neg	saw-1sg	person	indef	one,I did not see anybody.,,,,,
hebr1245-8,hebr1245,Lo raʔi-ti kol/ šum student.,Lo	raʔi-ti	kol/	šum	student.,neg	saw-1sg	any	any	student,I did not see any student.,,,,,
hebr1245-9,hebr1245,Af eħad/ iš lo ba.,Af	eħad/	iš	lo	ba.,indef	one	person	neg	came(3sg),Nobody came.,,,,glinert1982[434],
hebr1245-10,hebr1245,Ti-ršom kol ktovet šehi.,Ti-ršom	kol	ktovet	šehi.,2sg-will:note	any	address	indef,Note down any address.,,,,glinert1982[445],
hebr1245-11,hebr1245,Ani muxan la-gur be-dira kol-šehi.,Ani	muxan	la-gur	be-dira	kol-šehi.,I	willing	to-live	in-apartment	any-indef,I am willing to live in any apartment.,,,,glinert1989[94],
haus1257-1,haus1257,Wani àbù yaa sàamee shi.,Wani	àbù	yaa	sàamee	shi.,some	thing	3sg:pst	happen	him,Something has happened to him.,,,,manewman1990[252],
haus1257-2,haus1257,Wata raanaa sáà daawoo.,Wata	raanaa	sáà	daawoo.,some	day	3pl:fut	return,Some day they'll return.,,,,manewman1990[252],
haus1257-3,haus1257,Kaa ga wani mùtûm à oofìs?,Kaa	ga	wani	mùtûm	à	oofìs?,2sg:pst	see	some	man	in	office,Did you see someone at the office?,,,,manewman1990[252],
haus1257-4,haus1257,"Ìdan kaa jíì wani àbù, kà taashè ni.","Ìdan	kaa	jíì	wani	àbù,	kà	taashè	ni.",if	2sg:perf	hear	some	thing	2sg:sbjv	wake	me,"If you hear anything, wake me up.",,,,,
haus1257-5,haus1257,Yaa san tà fìye dà koo-waa.,Yaa	san	tà	fìye	dà	koo-waa.,3sg:pst	know	her	better	than	indef-who,He knows her better than anyone else.,,,,manewman1990[11],
haus1257-6,haus1257,Anàa saamùn-sà koo-'ìnaa.,Anàa	saamùn-sà	koo-'ìnaa.,one:pres	get-3sg	indef-where,You can get it anywhere.,,,,manewman1990[12],
haus1257-7,haus1257,Bà mù hàdu dà koo-waa à hanyàa ba.,Bà	mù	hàdu	dà	koo-waa	à	hanyàa	ba.,neg	1pl:pst	meet	to	indef-who	on	road	neg,We didn't meet anyone on the road.,,,,manewman1990[11],
haus1257-8,haus1257,Koo-mèe ya batà?,Koo-mèe	ya	batà?,indef-what	3sg:pst	lost,Is anything lost?,,,,attouman1984[535],
haus1257-9,haus1257,Koo-wàa ya zoo?,Koo-wàa	ya	zoo?,indef-who	3sg:pst	come,Has anyone come?,,,,attouman1984[541],
haus1257-10,haus1257,Koo-mee ya batà?,Koo-mee	ya	batà?,indef-what	3sg:pst	lost,Is everything lost?,,,,,
swah1253-1,swah1253,Mtu a-li-ni-gusa.,Mtu	a-li-ni-gusa.,man	3sg-pst-me-touch,Somebody has touched me.,,,,,"NT, Lk 8.46"
swah1253-2,swah1253,A-na neno la ku-mw-arifu.,A-na	neno	la	ku-mw-arifu.,3sg-has	word	of	inf-him-tell,She has something to tell him.,,,,,
swah1253-3,swah1253,Yesu a-li-mw-ambia... kwamba a-wa-pe maskini kitu.,Yesu	a-li-mw-ambia...	kwamba	a-wa-pe	maskini	kitu.,Jesus	3sg-pst-him-tell	that	3sg-them-give:sbjv	poor	thing,Jesus told him to give something to the poor.,,,,,"NT, John 13.29"
swah1253-4,swah1253,Wa-ona kitu?,Wa-ona	kitu?,2sg-see	thing,Do you see anything?,,,,,"NT, Mk 8.23"
swah1253-5,swah1253,"Kama mtu a-ki-wa-ambia neno, seme-ni, Bwana a-na haja na-o.","Kama	mtu	a-ki-wa-ambia	neno,	seme-ni,	Bwana	a-na	haja	na-o.",if	man	3sg-if-you-tell	word	say-pl	Lord	3sg-has	need	with-3pl,"If anyone says anything to you, say, the Lord needs them.",,,,,"NT, Mt 21.3"
swah1253-6,swah1253,Tokea hapo ha-i-ja-siki-wa ya kuwa mtu a-me-ya-fumbua macho ya kipofu.,Tokea	hapo	ha-i-ja-siki-wa	ya kuwa	mtu	a-me-ya-fumbua	macho	ya	kipofu.,since	then	neg-hear-pass	that	man	3sg-perf-them-open	eyes	of	blind,Since the world began was it not heard that any man opened the eyes of one that was born blind.,,,,,"NT, John 9.32"
swah1253-7,swah1253,Wala ha-wa-kumw-ambia mtu neno.,Wala	ha-wa-kumw-ambia	mtu	neno.,and	neg-them-him-say	man	thing,And they did not say anything to anybody.,,,,,"NT, Mk 16.8"
swah1253-8,swah1253,Daktari yule a-ta-ponya magonjwa yo yote.,Daktari	yule	a-ta-ponya	magonjwa	yo yote.,doctor	that	3sg-fut-cure	disease	any,That doctor will cure any disease whatsoever.,,,,,
swah1253-9,swah1253,Ninyi ha-m-jui neno lo lote.,Ninyi	ha-m-jui	neno	lo lote.,you	neg-it-know	word	any,You don't know anything.,,,,,"NT, John 11.49"
swah1253-10,swah1253,"A-li-mw-ambia malaika yupi wakati wo wote, Ndi-we mwana-ngu?","A-li-mw-ambia	malaika	yupi	wakati	wo wote,	Ndi-we	mwana-ngu?",3sg-pst-him-say	angel	which	time	any	you-are	son-1sg,"To which of the angels did he ever say, You are my son?",,,,,"NT, Heb 1.5"
swah1253-11,swah1253,"M-ki-ni-omba neno lo lote kwa jina langu, ni-ta-li-fanya.","M-ki-ni-omba	neno	lo lote	kwa	jina	langu,	ni-ta-li-fanya.",you-cond-me-ask	word	any	by	name	mine	1sg-fut-it-do,"If you ask anything in my name, I will do it.",,,,,"NT, John 14.14"
nucl1302-1,nucl1302,Es c'igni sad-ɣac v-išove.,Es	c'igni	sad-ɣac	v-išove.,this	book	where-indef	1sg-found,I found this book somewhere [I could say where].,,,,vogt1971[47],
nucl1302-2,nucl1302,Movida vi-ɣac <*vin-me> rusi.,Movida	vi-ɣac	<*vin-me>	rusi.,came	who-indef	who-indef	Russian,Some Russian person has come [I don't know him/her].,,,,vogt1971[47],
nucl1302-3,nucl1302,Dauʒaxet vi-s-me!,Dauʒaxet	vi-s-me!,call:impv:pl	who-dat-indef,Call somebody!,,,,,
nucl1302-4,nucl1302,Es c'igni sad-me unda v-išovo.,Es	c'igni	sad-me	unda	v-išovo.,this	book	where-indef	necessary	1sg-find:sbjv,I have to find this book somewhere.,,,,vogt1971[47],
nucl1302-5,nucl1302,Mosula vin-me <*vi-ɣac>?,Mosula	vin-me	<*vi-ɣac>?,came	who-indef	who-indef,Has anyone come?,,,,vogt1971[47],
nucl1302-6,nucl1302,"Tu vin-me movides, utxari.","Tu	vin-me	movides,	utxari.",if	who-indef	comes	tell:impv,"If anyone comes, tell (me).",,,,,
nucl1302-7,nucl1302,Vera-prit ver daitanxmes rom rogor-me sad-me sc'avla ganegrʒo.,Vera-prit	ver	daitanxmes	rom	rogor-me	sad-me	sc'avla	ganegrʒo.,neg-way	neg	persuade:him	that	how-indef	where-indef	study	he:continue:sbjv,They couldn't persuade him to continue his studies anywhere in any way.,,,,,
nucl1302-8,nucl1302,Man kartuli ena uk'et icis vidre sxva vin-me-m.,Man	kartuli	ena	uk'et	icis	vidre	sxva	vin-me-m.,he:erg	Georgian	language	better	knows	than	other	who-indef-erg,He knows Georgian better than anyone else.,,,,,
nucl1302-9,nucl1302,Me ara-sodes ara-vis-gan ara-pers ar mi-v-iɣeb.,Me	ara-sodes	ara-vis-gan	ara-pers	ar	mi-v-iɣeb.,I	neg-when	neg-who-from	neg-thing	neg	prev-1sg-get,I'll never get anything from anybody.,,,,tschenkeli1958[223],
nucl1302-10,nucl1302,Mas ara-vis-tvis utkvams.,Mas	ara-vis-tvis	utkvams.,he	neg-who-for	has:told,He hasn't told anybody.,,,,,
nucl1302-11,nucl1302,Nura-vi-s nu et'q'vi!,Nura-vi-s	nu	et'q'vi!,neg-who-dat	neg	tell,Don't tell anybody!,,,,vogt1971[48],
nucl1305-1,nucl1305,"Yaar-oo <*yaar-uu, *yaar-aadaruu> bandaru; (*yaaru uuhisi.)","Yaar-oo <*yaar-uu, *yaar-aadaruu>	bandaru;	(*yaaru	uuhisi.)",who-indef	came	who	guess,Someone <*anyone> came; (*guess who).,,,,bhat1981[7],
nucl1305-2,nucl1305,Ellig-aadaruu <*ellig-oo> hoogu.,Ellig-aadaruu <*ellig-oo>	hoogu.,where-indef	go,Go somewhere.,,,,bhat1981[6],
nucl1305-3,nucl1305,"Raamu ellig-aadaruu <*ellig-oo, *ellig-uu> hoodan-oo?","Raamu	ellig-aadaruu <*ellig-oo, *ellig-uu>	hoodan-oo?",Ramu	where-indef	go-q,Did Ramu go anywhere?,,,,bhat1981[6],
nucl1305-4,nucl1305,"Yaar-aadaruu <*yaar-oo, *yaar-uu> band-are heeḷ-utt-eene.","Yaar-aadaruu <*yaar-oo, *yaar-uu>	band-are	heeḷ-utt-eene.",who-indef	come-cond	tell-fut-1sg,I'll tell you if anyone comes.,,,,bhat1981[7],
nucl1305-5,nucl1305,Raamu ellig-uu hoodaanu.,Raamu	ellig-uu	hoodaanu.,Ramu	where-indef	may.go,Ramu may go anywhere.,,,,bhat1981[4],
nucl1305-6,nucl1305,Illige yaar-uu baral-illa.,Illige	yaar-uu	baral-illa.,hither	who-indef	come-neg,No one came here.,,,,sridhar1990[256],
nucl1305-7,nucl1305,Yaar-uu baruvudu avaśya illa.,Yaar-uu	baruvudu	avaśya	illa.,who-indef	come:masd	necessary	neg,It is not necessary for anyone to come.,,,,,
nucl1305-8,nucl1305,Illi have beere yaava kaḍe-g-intal-uu cann-aag-ide.,Illi	have	beere	yaava	kaḍe-g-intal-uu	cann-aag-ide.,here	climate	other	which	place-dat-than-indef	good-become-is,Here the climate is better than in any other place.,,,,,
mand1415-1,mand1415,Chī diǎn shénme zài zǒu ba!,Chī	diǎn	shénme	zài	zǒu	ba!,eat	a.bit	what	then	go	pt,Please eat a little something before you leave.,,,,li1992[152],
mand1415-2,mand1415,Tā hǎoxiàng xǐhuan shénme.,Tā	hǎoxiàng	xǐhuan	shénme.,he	seem	like	what,He seems to like something.,,,,li1992[131],
mand1415-3,mand1415,Tā kàndao (le) shénme le.,Tā	kàndao	(le)	shénme	le.,he	see	perf	what	perf,He must have seen something.,,,,li1992[133],
mand1415-4,mand1415,Shéi xǐhuan tā ma?,Shéi	xǐhuan	tā	ma?,who	like	him	q,Does anyone like him?,,,,li1992[128],
mand1415-5,mand1415,Yàoshì tā xǐhuan shénme ...,Yàoshì	tā	xǐhuan	shénme	...,if	he	likes	what	...,If he likes anything.,,,,li1992[128],
mand1415-6,mand1415,Tā bù wèi shénme rén zuò shì.,Tā	bù	wèi	shénme	rén	zuò	shì.,he	not	for	what	man	do	thing,He does not work for anyone.,,,,li1992[127],
mand1415-7,mand1415,Tā bù xǐhuan shénme.,Tā	bù	xǐhuan	shénme.,he	not	like	what,He does not like anything.,,,,,
mand1415-8,mand1415,?Tǎ bù xǐhuan shéi.,?Tǎ	bù	xǐhuan	shéi.,he	not	like	who,He does not like anyone.,,,,,
mand1415-9,mand1415,*Tǎ bù xǐhuan nǎge (rén).,*Tǎ	bù	xǐhuan	nǎge	(rén).,he	not	like	which	man,He does not like anyone.,,,,,
